registration_date,total_usage_time,pets,carpet_score,sent_for_repair,failure_date,battery_status,impact_status,ir_status,had_failure,time_to_failure,type_of_failure
2015-02-08,1038,0,1,1,2019-01-16,1,0,0,1,1438,Battery
2015-02-08,1623,1,2,1,2016-11-29,1,0,0,1,660,Battery
2015-02-09,2183,1,3,1,2018-01-03,1,0,0,1,1059,Battery
2015-02-09,1450,0,2,1,2018-02-11,1,0,0,1,1098,Battery
2015-02-09,1261,0,2,1,2018-06-22,1,0,0,1,1229,Battery
2015-02-10,1165,0,5,1,2018-01-18,1,0,0,1,1073,Battery
2015-02-10,1869,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-10,48,0,2,1,2019-01-05,0,0,0,1,1425,Unknown_Component
2015-02-10,1867,1,3,1,2017-06-04,1,0,0,1,845,Battery
2015-02-10,1656,1,2,1,2018-06-01,1,0,0,1,1207,Battery
2015-02-10,2156,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-11,1068,0,3,1,2017-08-05,1,0,0,1,906,Battery
2015-02-11,1444,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-11,1446,1,1,1,2016-12-08,1,0,0,1,666,Battery
2015-02-11,1554,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-12,2635,1,4,1,2017-07-31,1,0,0,1,900,Battery
2015-02-12,1297,1,3,1,2019-05-11,1,0,0,1,1549,Battery
2015-02-12,1437,1,3,1,2018-09-06,1,0,0,1,1302,Battery
2015-02-13,2506,1,3,1,2017-09-24,1,0,0,1,954,Battery
2015-02-13,2335,1,5,1,2019-04-24,1,0,0,1,1531,Battery
2015-02-13,1485,0,5,1,2018-10-03,1,0,0,1,1328,Battery
2015-02-14,2048,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-14,1282,0,1,1,2019-02-16,1,0,0,1,1463,Battery
2015-02-15,3731,1,4,1,2019-02-09,1,0,0,1,1455,Battery
2015-02-15,1825,0,2,1,2019-10-01,0,1,0,1,1689,Impact
2015-02-15,1335,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-15,1288,1,3,1,2017-05-23,1,0,0,1,828,Battery
2015-02-15,773,0,4,1,2017-04-27,1,0,0,1,802,Battery
2015-02-15,1406,0,2,1,2018-11-12,1,0,0,1,1366,Battery
2015-02-16,3334,1,4,1,2019-11-04,1,0,0,1,1722,Battery
2015-02-16,2295,0,2,1,2019-11-28,0,1,0,1,1746,Impact
2015-02-16,1660,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-17,2725,0,5,1,2019-10-05,0,0,0,1,1691,Unknown_Component
2015-02-18,3183,1,2,1,2019-01-08,0,1,0,1,1420,Impact
2015-02-18,1697,0,2,1,2018-08-15,1,0,0,1,1274,Battery
2015-02-19,2501,1,4,1,2017-02-07,1,0,0,1,719,Battery
2015-02-19,2565,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-19,2851,1,1,1,2018-08-30,0,1,0,1,1288,Impact
2015-02-19,1710,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-19,1835,1,3,1,2017-01-20,0,0,1,1,701,Ir
2015-02-19,2843,1,3,1,2018-03-02,1,0,0,1,1107,Battery
2015-02-20,1777,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-20,2119,0,1,1,2018-07-17,1,0,0,1,1243,Battery
2015-02-20,2502,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-20,1900,0,1,1,2019-10-06,1,0,0,1,1689,Battery
2015-02-20,3268,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-20,1180,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-20,1096,0,4,1,2019-01-21,1,0,0,1,1431,Battery
2015-02-21,788,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-21,1675,1,7,1,2018-04-29,1,0,0,1,1163,Battery
2015-02-21,3024,0,1,1,2019-05-14,1,0,0,1,1543,Battery
2015-02-21,2235,0,1,1,2018-10-03,1,0,0,1,1320,Battery
2015-02-21,1208,0,5,1,2018-10-17,1,0,0,1,1334,Battery
2015-02-22,1914,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-22,377,0,4,1,2016-02-15,1,0,0,1,358,Battery
2015-02-22,2236,0,1,1,2019-09-14,0,1,0,1,1665,Impact
2015-02-23,2414,1,2,1,2019-05-10,1,0,0,1,1537,Battery
2015-02-23,912,1,1,1,2019-08-05,0,0,0,1,1624,Unknown_Component
2015-02-23,1640,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-23,1328,0,4,1,2019-05-27,1,0,0,1,1554,Battery
2015-02-23,1471,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-24,1070,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-24,1362,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-25,2027,0,4,1,2019-08-27,1,0,0,1,1644,Battery
2015-02-25,1339,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-25,2263,0,3,1,2019-06-09,1,0,0,1,1565,Battery
2015-02-26,3181,1,3,1,2018-04-24,0,1,0,1,1153,Impact
2015-02-26,2933,1,4,1,2019-06-02,0,1,0,1,1557,Impact
2015-02-26,967,0,1,1,2019-12-31,0,0,0,1,1769,Unknown_Component
2015-02-26,1797,0,3,1,2019-05-21,1,0,0,1,1545,Battery
2015-02-27,1167,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-27,784,0,3,1,2017-04-09,0,0,1,1,772,Ir
2015-02-28,3040,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-02-28,2070,0,2,1,2019-03-14,0,0,0,1,1475,Unknown_Component
2015-02-28,1805,0,2,1,2019-10-01,1,0,0,1,1676,Battery
2015-03-01,2231,0,2,1,2019-10-31,1,0,0,1,1705,Battery
2015-03-01,2311,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-01,1014,0,4,1,2017-12-26,1,0,0,1,1031,Battery
2015-03-01,1415,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-01,778,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-02,1595,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-03,1935,1,6,1,2017-10-12,1,0,0,1,954,Battery
2015-03-03,2568,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-03,605,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-03,1175,0,3,1,2019-04-12,1,0,0,1,1501,Battery
2015-03-04,1250,1,4,1,2017-09-07,0,0,1,1,918,Ir
2015-03-05,1757,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-06,1493,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-06,3203,1,2,1,2018-10-25,0,1,0,1,1329,Impact
2015-03-06,1620,1,4,1,2019-12-14,1,0,0,1,1744,Battery
2015-03-06,1499,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-07,1191,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-07,996,0,1,1,2019-05-04,0,0,0,1,1519,Unknown_Component
2015-03-07,1011,1,3,1,2016-01-28,0,0,1,1,327,Ir
2015-03-08,2978,1,2,1,2019-07-21,1,0,0,1,1596,Battery
2015-03-08,1321,0,1,1,2017-07-08,0,0,1,1,853,Ir
2015-03-09,2728,1,1,1,2019-07-11,0,1,0,1,1585,Impact
2015-03-09,1011,0,1,1,2016-12-06,1,0,0,1,638,Battery
2015-03-09,1539,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-09,2312,0,3,1,2019-08-04,1,0,0,1,1609,Battery
2015-03-09,1355,0,3,1,2019-01-26,1,0,0,1,1419,Battery
2015-03-09,1764,0,2,1,2019-04-09,1,0,0,1,1492,Battery
2015-03-10,1970,0,5,1,2019-12-01,1,0,0,1,1727,Battery
2015-03-10,1459,0,1,1,2019-05-20,1,0,0,1,1532,Battery
2015-03-10,1577,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-10,2702,1,1,1,2017-09-20,0,1,0,1,925,Impact
2015-03-10,2227,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-10,1954,0,2,1,2019-10-01,1,0,0,1,1666,Battery
2015-03-10,1269,0,2,1,2019-03-02,1,0,0,1,1453,Battery
2015-03-10,2809,1,2,1,2018-04-26,0,1,0,1,1143,Impact
2015-03-11,1158,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-11,1785,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-12,2091,1,1,1,2019-03-10,0,0,0,1,1459,Unknown_Component
2015-03-12,2616,1,3,1,2018-02-25,1,0,0,1,1081,Battery
2015-03-12,1859,0,4,1,2019-07-04,0,0,0,1,1575,Unknown_Component
2015-03-13,2429,0,1,1,2019-11-29,0,1,0,1,1722,Impact
2015-03-13,1861,0,3,1,2019-07-08,1,0,0,1,1578,Battery
2015-03-14,1270,0,3,1,2018-07-02,1,0,0,1,1206,Battery
2015-03-14,1507,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-15,1405,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-16,1352,1,3,1,2017-10-03,1,0,0,1,932,Battery
2015-03-17,2076,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-17,3603,1,4,1,2019-12-20,1,0,0,1,1739,Battery
2015-03-17,2647,1,5,1,2018-01-21,1,0,0,1,1041,Battery
2015-03-17,1043,0,2,1,2019-11-25,1,0,0,1,1714,Battery
2015-03-17,1119,0,2,1,2018-04-14,0,0,1,1,1124,Ir
2015-03-17,1075,0,5,1,2019-10-07,1,0,0,1,1665,Battery
2015-03-17,2597,1,2,1,2019-03-15,1,0,0,1,1459,Battery
2015-03-17,2175,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-19,1378,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-19,1141,0,2,1,2018-01-16,1,0,0,1,1034,Battery
2015-03-19,2057,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-20,987,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-20,2243,1,1,1,2017-12-20,0,1,0,1,1006,Impact
2015-03-20,1657,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-20,2292,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-21,1859,1,4,1,2018-02-08,1,0,0,1,1055,Battery
2015-03-21,149,0,4,1,2015-11-02,0,0,1,1,226,Ir
2015-03-22,1334,0,7,1,2019-05-06,1,0,0,1,1506,Battery
2015-03-22,2195,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-22,645,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-23,402,1,5,1,2015-11-30,0,0,1,1,252,Ir
2015-03-23,727,1,3,1,2016-10-05,0,0,1,1,562,Ir
2015-03-24,1486,0,3,1,2018-11-05,1,0,0,1,1322,Battery
2015-03-24,1232,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-25,386,0,5,1,2016-07-09,0,0,1,1,472,Ir
2015-03-25,2111,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-25,1838,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-26,1462,1,1,1,2018-03-04,1,0,0,1,1074,Battery
2015-03-26,2474,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-26,2145,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-27,1241,0,3,1,2018-09-03,1,0,0,1,1256,Battery
2015-03-27,1199,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-27,3250,1,4,1,2019-12-25,1,0,0,1,1734,Battery
2015-03-27,2727,1,2,1,2017-07-10,0,1,0,1,836,Impact
2015-03-27,2882,1,1,1,2019-12-14,0,1,0,1,1723,Impact
2015-03-28,1501,0,2,1,2018-10-16,1,0,0,1,1298,Battery
2015-03-29,1531,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-29,1676,0,2,1,2018-05-29,1,0,0,1,1157,Battery
2015-03-29,2814,1,2,1,2018-12-16,0,0,0,1,1358,Unknown_Component
2015-03-29,2304,1,2,1,2017-12-29,1,0,0,1,1006,Battery
2015-03-29,2192,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-30,2976,1,5,1,2017-11-01,1,0,0,1,947,Battery
2015-03-30,1473,0,5,1,2018-04-02,0,0,1,1,1099,Ir
2015-03-30,1416,0,2,1,2018-11-23,1,0,0,1,1334,Battery
2015-03-30,1740,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-31,1028,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-03-31,2201,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-01,1904,0,3,1,2019-04-13,0,0,1,1,1473,Ir
2015-04-02,2454,1,6,1,2017-12-02,1,0,0,1,975,Battery
2015-04-02,3140,1,2,1,2019-09-09,0,1,0,1,1621,Impact
2015-04-02,2095,0,3,1,2019-02-16,0,1,0,1,1416,Impact
2015-04-02,571,0,5,1,2019-03-29,1,0,0,1,1457,Battery
2015-04-02,2608,1,5,1,2019-02-01,1,0,0,1,1401,Battery
2015-04-02,921,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-04,1549,0,1,1,2018-11-24,1,0,0,1,1330,Battery
2015-04-04,1472,1,2,1,2019-07-27,1,0,0,1,1575,Battery
2015-04-04,2850,1,1,1,2019-04-27,0,1,0,1,1484,Impact
2015-04-04,2415,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-05,3042,1,1,1,2018-02-18,0,1,0,1,1050,Impact
2015-04-06,1708,0,2,1,2019-03-12,1,0,0,1,1436,Battery
2015-04-06,2268,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-08,1383,1,2,1,2017-09-30,1,0,0,1,906,Battery
2015-04-08,2381,1,3,1,2018-10-21,1,0,0,1,1292,Battery
2015-04-08,2236,1,4,1,2018-05-18,1,0,0,1,1136,Battery
2015-04-08,1111,0,3,1,2017-10-21,1,0,0,1,927,Battery
2015-04-09,1147,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-09,2632,1,5,1,2017-06-04,1,0,0,1,787,Battery
2015-04-09,1909,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-10,1488,0,4,1,2018-12-05,1,0,0,1,1335,Battery
2015-04-10,748,0,5,1,2019-07-02,0,0,0,1,1544,Unknown_Component
2015-04-10,1723,0,1,1,2019-08-28,1,0,0,1,1601,Battery
2015-04-10,2186,1,3,1,2017-09-15,1,0,0,1,889,Battery
2015-04-11,607,0,1,1,2017-10-22,1,0,0,1,925,Battery
2015-04-12,1240,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-12,1609,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-12,2241,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-13,3255,1,2,1,2019-04-30,1,0,0,1,1478,Battery
2015-04-13,1483,0,3,1,2019-04-19,1,0,0,1,1467,Battery
2015-04-14,2803,0,1,1,2019-11-15,0,1,0,1,1676,Impact
2015-04-15,2411,1,1,1,2018-08-14,1,0,0,1,1217,Battery
2015-04-15,1762,1,1,1,2017-07-14,1,0,0,1,821,Battery
2015-04-15,1006,0,3,1,2018-08-31,1,0,0,1,1234,Battery
2015-04-15,1426,1,2,1,2017-06-15,1,0,0,1,792,Battery
2015-04-16,636,0,2,1,2017-08-19,1,0,0,1,856,Battery
2015-04-16,2656,1,2,1,2018-10-09,1,0,0,1,1272,Battery
2015-04-16,1727,0,2,1,2018-12-22,1,0,0,1,1346,Battery
2015-04-16,1622,0,5,1,2018-11-23,1,0,0,1,1317,Battery
2015-04-16,1598,0,3,1,2019-07-29,1,0,0,1,1565,Battery
2015-04-17,2215,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-17,3446,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-17,2812,1,4,1,2019-06-25,1,0,0,1,1530,Battery
2015-04-18,1961,0,4,1,2019-07-03,0,0,0,1,1537,Unknown_Component
2015-04-19,1124,0,4,1,2018-10-06,1,0,0,1,1266,Battery
2015-04-19,1871,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-19,2288,0,3,1,2019-09-22,1,0,0,1,1617,Battery
2015-04-19,1502,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-19,2637,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-20,1952,0,3,1,2019-12-21,1,0,0,1,1706,Battery
2015-04-20,436,0,1,1,2016-05-12,0,0,1,1,388,Ir
2015-04-21,2038,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-21,2901,1,2,1,2018-10-16,1,0,0,1,1274,Battery
2015-04-21,1335,0,2,1,2018-03-17,1,0,0,1,1061,Battery
2015-04-21,122,0,3,1,2015-07-11,0,0,1,1,81,Ir
2015-04-21,2624,1,2,1,2019-04-21,1,0,0,1,1461,Battery
2015-04-21,1080,0,3,1,2019-12-18,1,0,0,1,1702,Battery
2015-04-22,568,0,2,1,2016-04-14,1,0,0,1,358,Battery
2015-04-22,1947,0,4,1,2019-09-10,0,0,0,1,1602,Unknown_Component
2015-04-22,1039,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-22,53,0,3,1,2015-06-27,0,0,1,1,66,Ir
2015-04-23,3034,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-23,2527,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-23,1001,1,3,1,2016-06-11,0,0,1,1,415,Ir
2015-04-23,1412,0,3,1,2019-11-20,1,0,0,1,1672,Battery
2015-04-23,2746,1,5,1,2018-10-27,1,0,0,1,1283,Battery
2015-04-23,1911,0,1,1,2019-02-04,1,0,0,1,1383,Battery
2015-04-24,1719,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-24,2207,1,3,1,2019-02-06,1,0,0,1,1384,Battery
2015-04-24,1624,0,2,1,2019-08-16,1,0,0,1,1575,Battery
2015-04-25,1363,0,1,1,2019-04-13,1,0,0,1,1449,Battery
2015-04-25,1516,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-26,205,0,2,1,2017-10-18,0,0,1,1,906,Ir
2015-04-26,1232,1,1,1,2019-04-01,0,0,0,1,1436,Unknown_Component
2015-04-27,1213,1,2,1,2017-06-07,0,0,1,1,772,Ir
2015-04-27,1611,0,5,1,2019-08-15,1,0,0,1,1571,Battery
2015-04-28,2931,1,2,1,2018-03-29,1,0,0,1,1066,Battery
2015-04-29,1806,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2015-04-30,948,0,3,1,2019-02-13,1,0,0,1,1385,Battery
2015-04-30,1059,0,4,1,2018-03-15,1,0,0,1,1050,Battery
2015-04-30,2942,1,3,1,2019-04-26,0,1,0,1,1457,Impact
2015-04-30,3327,1,4,1,2019-05-17,1,0,0,1,1478,Battery
